Year,Category,Indicator,Value,Country
2008,Outbound Expenditure,Tourism expenditure in other countries,1.448.000.000,Serbia
2008,Outbound Expenditure,Travel,1.251.000.000,Serbia
2008,Outbound Expenditure,Passenger transport,25.000.000,Seychelles
2008,Outbound Expenditure,Tourism expenditure in other countries,64.000.000,Seychelles
2008,Outbound Expenditure,Travel,39.000.000,Seychelles
2008,Outbound Expenditure,Passenger transport,400.000,Sierra Leone
2008,Outbound Expenditure,Tourism expenditure in other countries,24.400.000,Sierra Leone
2008,Outbound Expenditure,Travel,24.000.000,Sierra Leone
2008,Outbound Expenditure,Travel,16.340.000.000,Singapore
2008,Outbound Expenditure,Passenger transport,100.000,Sint Maarten (Dutch Part)
2008,Outbound Expenditure,Tourism expenditure in other countries,88.100.000,Sint Maarten (Dutch Part)
2008,Outbound Expenditure,Travel,88.000.000,Sint Maarten (Dutch Part)
2008,Outbound Expenditure,Passenger transport,431.000.000,Slovakia
2008,Outbound Expenditure,Tourism expenditure in other countries,2.671.000.000,Slovakia
2008,Outbound Expenditure,Travel,2.240.000.000,Slovakia
2008,Outbound Expenditure,Passenger transport,253.000.000,Slovenia
2008,Outbound Expenditure,Tourism expenditure in other countries,1.611.000.000,Slovenia
2008,Outbound Expenditure,Travel,1.358.000.000,Slovenia
2008,Outbound Expenditure,Passenger transport,6.500.000,Solomon Islands
2008,Outbound Expenditure,Tourism expenditure in other countries,40.500.000,Solomon Islands
2008,Outbound Expenditure,Travel,34.000.000,Solomon Islands
2008,Outbound Expenditure,Passenger transport,2.501.000.000,South Africa
2008,Outbound Expenditure,Tourism expenditure in other countries,6.905.000.000,South Africa
2008,Outbound Expenditure,Travel,4.404.000.000,South Africa
2008,Outbound Expenditure,Passenger transport,349.000.000,Sri Lanka
2008,Outbound Expenditure,Tourism expenditure in other countries,777.000.000,Sri Lanka
2008,Outbound Expenditure,Travel,428.000.000,Sri Lanka
2008,Outbound Expenditure,Passenger transport,10.000.000,State Of Palestine
2008,Outbound Expenditure,Tourism expenditure in other countries,477.000.000,State Of Palestine
2008,Outbound Expenditure,Travel,467.000.000,State Of Palestine
2008,Outbound Expenditure,Travel,1.268.000.000,Sudan
2008,Outbound Expenditure,Passenger transport,5.000.000,Suriname
2008,Outbound Expenditure,Tourism expenditure in other countries,35.000.000,Suriname
2008,Outbound Expenditure,Travel,30.000.000,Suriname
2008,Outbound Expenditure,Passenger transport,1.817.000.000,Sweden
2008,Outbound Expenditure,Tourism expenditure in other countries,14.622.000.000,Sweden
2008,Outbound Expenditure,Travel,12.805.000.000,Sweden
2008,Outbound Expenditure,Passenger transport,2.619.000.000,Switzerland
2008,Outbound Expenditure,Tourism expenditure in other countries,14.083.000.000,Switzerland
2008,Outbound Expenditure,Travel,11.464.000.000,Switzerland
2008,Outbound Expenditure,Passenger transport,111.000.000,Syrian Arab Republic
2008,Outbound Expenditure,Tourism expenditure in other countries,911.000.000,Syrian Arab Republic
2008,Outbound Expenditure,Travel,800.000.000,Syrian Arab Republic
2008,Outbound Expenditure,Passenger transport,1.594.000.000,Taiwan Province Of China
2008,Outbound Expenditure,Tourism expenditure in other countries,10.710.000.000,Taiwan Province Of China
2008,Outbound Expenditure,Travel,9.116.000.000,Taiwan Province Of China
2008,Outbound Expenditure,Travel,10.800.000,Tajikistan
2008,Outbound Expenditure,Passenger transport,25.000.000,"Tanzania, United Republic Of"
2008,Outbound Expenditure,Tourism expenditure in other countries,746.000.000,"Tanzania, United Republic Of"
2008,Outbound Expenditure,Travel,721.000.000,"Tanzania, United Republic Of"
2008,Outbound Expenditure,Passenger transport,1.695.000.000,Thailand
2008,Outbound Expenditure,Tourism expenditure in other countries,6.707.000.000,Thailand
2008,Outbound Expenditure,Travel,5.012.000.000,Thailand
2008,Outbound Expenditure,Passenger transport,11.000.000,Timor-Leste
2008,Outbound Expenditure,Tourism expenditure in other countries,51.000.000,Timor-Leste
2008,Outbound Expenditure,Travel,40.000.000,Timor-Leste
2008,Outbound Expenditure,Passenger transport,49.000.000,Togo
2008,Outbound Expenditure,Tourism expenditure in other countries,68.000.000,Togo
2008,Outbound Expenditure,Travel,19.000.000,Togo
2008,Outbound Expenditure,Passenger transport,11.400.000,Tonga
2008,Outbound Expenditure,Tourism expenditure in other countries,21.300.000,Tonga
2008,Outbound Expenditure,Travel,9.900.000,Tonga
2008,Outbound Expenditure,Passenger transport,27.000.000,Trinidad And Tobago
2008,Outbound Expenditure,Tourism expenditure in other countries,102.000.000,Trinidad And Tobago
2008,Outbound Expenditure,Travel,75.000.000,Trinidad And Tobago
2008,Outbound Expenditure,Passenger transport,97.000.000,Tunisia
2008,Outbound Expenditure,Tourism expenditure in other countries,555.000.000,Tunisia
2008,Outbound Expenditure,Travel,458.000.000,Tunisia
2008,Outbound Expenditure,Passenger transport,1.200.000,Tuvalu
2008,Outbound Expenditure,Tourism expenditure in other countries,8.400.000,Tuvalu
2008,Outbound Expenditure,Travel,7.200.000,Tuvalu
2008,Outbound Expenditure,Passenger transport,685.000.000,Türkiye
2008,Outbound Expenditure,Tourism expenditure in other countries,4.509.000.000,Türkiye
2008,Outbound Expenditure,Travel,3.824.000.000,Türkiye
2008,Outbound Expenditure,Passenger transport,159.000.000,Uganda
2008,Outbound Expenditure,Tourism expenditure in other countries,315.000.000,Uganda
2008,Outbound Expenditure,Travel,156.000.000,Uganda
2008,Outbound Expenditure,Passenger transport,562.000.000,Ukraine
2008,Outbound Expenditure,Tourism expenditure in other countries,4.585.000.000,Ukraine
2008,Outbound Expenditure,Travel,4.023.000.000,Ukraine
2008,Outbound Expenditure,Tourism expenditure in other countries,13.288.000.000,United Arab Emirates
2008,Outbound Expenditure,Travel,78.056.000.000,United Kingdom
2008,Outbound Expenditure,Passenger transport,34.817.000.000,United States Of America
2008,Outbound Expenditure,Tourism expenditure in other countries,119.135.000.000,United States Of America
2008,Outbound Expenditure,Travel,84.318.000.000,United States Of America
2008,Outbound Expenditure,Passenger transport,108.000.000,Uruguay
2008,Outbound Expenditure,Tourism expenditure in other countries,466.000.000,Uruguay
2008,Outbound Expenditure,Travel,358.000.000,Uruguay
2008,Outbound Expenditure,Passenger transport,314.000.000,Uzbekistan
2008,Outbound Expenditure,Tourism expenditure in other countries,1.168.000.000,Uzbekistan
2008,Outbound Expenditure,Travel,854.000.000,Uzbekistan
2008,Outbound Expenditure,Passenger transport,3.000.000,Vanuatu
2008,Outbound Expenditure,Tourism expenditure in other countries,32.000.000,Vanuatu
2008,Outbound Expenditure,Travel,29.000.000,Vanuatu
2008,Outbound Expenditure,Passenger transport,935.000.000,"Venezuela, Bolivarian Republic Of"
2008,Outbound Expenditure,Tourism expenditure in other countries,2.745.000.000,"Venezuela, Bolivarian Republic Of"
2008,Outbound Expenditure,Travel,1.810.000.000,"Venezuela, Bolivarian Republic Of"
2008,Outbound Expenditure,Tourism expenditure in other countries,1.300.000.000,Viet Nam
2008,Outbound Expenditure,Passenger transport,63.000.000,Yemen
2008,Outbound Expenditure,Tourism expenditure in other countries,246.000.000,Yemen
2008,Outbound Expenditure,Travel,183.000.000,Yemen
2008,Outbound Expenditure,Passenger transport,46.000.000,Zambia
2008,Outbound Expenditure,Tourism expenditure in other countries,164.000.000,Zambia
2008,Outbound Expenditure,Travel,118.000.000,Zambia
2009,Outbound Expenditure,Passenger transport,2.000.000,Afghanistan
2009,Outbound Expenditure,Tourism expenditure in other countries,70.000.000,Afghanistan
2009,Outbound Expenditure,Travel,68.000.000,Afghanistan
2009,Outbound Expenditure,Passenger transport,107.000.000,Albania
2009,Outbound Expenditure,Tourism expenditure in other countries,1.692.000.000,Albania
2009,Outbound Expenditure,Travel,1.585.000.000,Albania
2009,Outbound Expenditure,Passenger transport,118.000.000,Algeria
2009,Outbound Expenditure,Tourism expenditure in other countries,574.000.000,Algeria
2009,Outbound Expenditure,Travel,456.000.000,Algeria
2009,Outbound Expenditure,Passenger transport,137.000.000,Angola
2009,Outbound Expenditure,Tourism expenditure in other countries,270.000.000,Angola
2009,Outbound Expenditure,Travel,133.000.000,Angola
2009,Outbound Expenditure,Travel,16.000.000,Anguilla
2009,Outbound Expenditure,Travel,54.000.000,Antigua And Barbuda
2009,Outbound Expenditure,Passenger transport,1.272.000.000,Argentina
2009,Outbound Expenditure,Tourism expenditure in other countries,5.808.000.000,Argentina
2009,Outbound Expenditure,Travel,4.536.000.000,Argentina
2009,Outbound Expenditure,Passenger transport,53.000.000,Armenia
2009,Outbound Expenditure,Tourism expenditure in other countries,496.000.000,Armenia
2009,Outbound Expenditure,Travel,443.000.000,Armenia
2009,Outbound Expenditure,Passenger transport,21.000.000,Aruba
2009,Outbound Expenditure,Tourism expenditure in other countries,264.000.000,Aruba
2009,Outbound Expenditure,Travel,243.000.000,Aruba
2009,Outbound Expenditure,Passenger transport,3.942.000.000,Australia
2009,Outbound Expenditure,Tourism expenditure in other countries,22.680.000.000,Australia
2009,Outbound Expenditure,Travel,18.738.000.000,Australia
2009,Outbound Expenditure,Travel,10.826.000.000,Austria
2009,Outbound Expenditure,Passenger transport,82.000.000,Azerbaijan
2009,Outbound Expenditure,Tourism expenditure in other countries,488.000.000,Azerbaijan
2009,Outbound Expenditure,Travel,406.000.000,Azerbaijan
2009,Outbound Expenditure,Passenger transport,146.000.000,Bahamas
2009,Outbound Expenditure,Tourism expenditure in other countries,386.000.000,Bahamas
2009,Outbound Expenditure,Travel,240.000.000,Bahamas
2009,Outbound Expenditure,Passenger transport,189.000.000,Bahrain
2009,Outbound Expenditure,Tourism expenditure in other countries,597.000.000,Bahrain
2009,Outbound Expenditure,Travel,408.000.000,Bahrain
2009,Outbound Expenditure,Passenger transport,402.000.000,Bangladesh
2009,Outbound Expenditure,Tourism expenditure in other countries,651.000.000,Bangladesh
2009,Outbound Expenditure,Travel,249.000.000,Bangladesh
2009,Outbound Expenditure,Passenger transport,57.000.000,Barbados
2009,Outbound Expenditure,Tourism expenditure in other countries,128.000.000,Barbados
2009,Outbound Expenditure,Travel,71.000.000,Barbados
2009,Outbound Expenditure,Passenger transport,113.000.000,Belarus
2009,Outbound Expenditure,Tourism expenditure in other countries,752.000.000,Belarus
2009,Outbound Expenditure,Travel,639.000.000,Belarus
2009,Outbound Expenditure,Passenger transport,1.812.000.000,Belgium
2009,Outbound Expenditure,Tourism expenditure in other countries,20.813.000.000,Belgium
2009,Outbound Expenditure,Travel,19.001.000.000,Belgium
2009,Outbound Expenditure,Passenger transport,2.000.000,Belize
2009,Outbound Expenditure,Tourism expenditure in other countries,43.000.000,Belize
2009,Outbound Expenditure,Travel,41.000.000,Belize
2009,Outbound Expenditure,Passenger transport,35.000.000,Benin
2009,Outbound Expenditure,Tourism expenditure in other countries,88.000.000,Benin
2009,Outbound Expenditure,Travel,53.000.000,Benin
2009,Outbound Expenditure,Passenger transport,112.000.000,Bermuda
2009,Outbound Expenditure,Tourism expenditure in other countries,407.000.000,Bermuda
2009,Outbound Expenditure,Travel,295.000.000,Bermuda
2009,Outbound Expenditure,Passenger transport,1.000.000,Bhutan
2009,Outbound Expenditure,Tourism expenditure in other countries,34.000.000,Bhutan
2009,Outbound Expenditure,Travel,33.000.000,Bhutan
2009,Outbound Expenditure,Passenger transport,98.000.000,"Bolivia, Plurinational State Of"
2009,Outbound Expenditure,Tourism expenditure in other countries,388.000.000,"Bolivia, Plurinational State Of"
2009,Outbound Expenditure,Travel,290.000.000,"Bolivia, Plurinational State Of"
2009,Outbound Expenditure,Travel,7.000.000,Bonaire
2009,Outbound Expenditure,Passenger transport,54.000.000,Bosnia And Herzegovina
2009,Outbound Expenditure,Tourism expenditure in other countries,285.000.000,Bosnia And Herzegovina
2009,Outbound Expenditure,Travel,231.000.000,Bosnia And Herzegovina
2009,Outbound Expenditure,Passenger transport,400.000,Botswana
2009,Outbound Expenditure,Tourism expenditure in other countries,232.400.000,Botswana
2009,Outbound Expenditure,Travel,232.000.000,Botswana
2009,Outbound Expenditure,Passenger transport,1.999.000.000,Brazil
2009,Outbound Expenditure,Tourism expenditure in other countries,12.897.000.000,Brazil
2009,Outbound Expenditure,Travel,10.898.000.000,Brazil
2009,Outbound Expenditure,Travel,477.000.000,Brunei Darussalam
2009,Outbound Expenditure,Passenger transport,200.000.000,Bulgaria
2009,Outbound Expenditure,Tourism expenditure in other countries,1.955.000.000,Bulgaria
2009,Outbound Expenditure,Travel,1.755.000.000,Bulgaria
2009,Outbound Expenditure,Passenger transport,47.000.000,Burkina Faso
2009,Outbound Expenditure,Tourism expenditure in other countries,111.000.000,Burkina Faso
2009,Outbound Expenditure,Travel,64.000.000,Burkina Faso
2009,Outbound Expenditure,Passenger transport,9.000.000,Burundi
2009,Outbound Expenditure,Tourism expenditure in other countries,71.000.000,Burundi
2009,Outbound Expenditure,Travel,62.000.000,Burundi
2009,Outbound Expenditure,Passenger transport,9.000.000,Cabo Verde
2009,Outbound Expenditure,Tourism expenditure in other countries,145.000.000,Cabo Verde
2009,Outbound Expenditure,Travel,136.000.000,Cabo Verde
2009,Outbound Expenditure,Passenger transport,59.000.000,Cambodia
2009,Outbound Expenditure,Tourism expenditure in other countries,163.000.000,Cambodia
2009,Outbound Expenditure,Travel,104.000.000,Cambodia
2009,Outbound Expenditure,Passenger transport,87.000.000,Cameroon
2009,Outbound Expenditure,Tourism expenditure in other countries,476.000.000,Cameroon
2009,Outbound Expenditure,Travel,389.000.000,Cameroon
2009,Outbound Expenditure,Passenger transport,6.035.000.000,Canada
2009,Outbound Expenditure,Tourism expenditure in other countries,30.225.000.000,Canada
2009,Outbound Expenditure,Travel,24.190.000.000,Canada
2009,Outbound Expenditure,Tourism expenditure in other countries,120.000.000,Cayman Islands
2009,Outbound Expenditure,Passenger transport,9.000.000,Central African Republic
2009,Outbound Expenditure,Tourism expenditure in other countries,61.000.000,Central African Republic
2009,Outbound Expenditure,Travel,52.000.000,Central African Republic
2009,Outbound Expenditure,Passenger transport,337.000.000,Chile
2009,Outbound Expenditure,Tourism expenditure in other countries,1.511.000.000,Chile
2009,Outbound Expenditure,Travel,1.174.000.000,Chile
2009,Outbound Expenditure,Travel,43.702.000.000,China
2009,Outbound Expenditure,Passenger transport,589.000.000,Colombia
2009,Outbound Expenditure,Tourism expenditure in other countries,2.841.000.000,Colombia
2009,Outbound Expenditure,Travel,2.252.000.000,Colombia
2009,Outbound Expenditure,Passenger transport,12.900.000,Comoros
2009,Outbound Expenditure,Tourism expenditure in other countries,30.000.000,Comoros
2009,Outbound Expenditure,Travel,17.100.000,Comoros
2009,Outbound Expenditure,Passenger transport,171.000.000,Congo
2009,Outbound Expenditure,Tourism expenditure in other countries,549.000.000,Congo
2009,Outbound Expenditure,Travel,378.000.000,Congo
2009,Outbound Expenditure,Travel,121.000.000,"Congo, Democratic Republic Of The"
2009,Outbound Expenditure,Passenger transport,137.000.000,Costa Rica
2009,Outbound Expenditure,Tourism expenditure in other countries,500.000.000,Costa Rica
2009,Outbound Expenditure,Travel,363.000.000,Costa Rica
2009,Outbound Expenditure,Passenger transport,246.000.000,Cote D´Ivoire
2009,Outbound Expenditure,Tourism expenditure in other countries,589.000.000,Cote D´Ivoire
2009,Outbound Expenditure,Travel,343.000.000,Cote D´Ivoire
2009,Outbound Expenditure,Travel,1.013.000.000,Croatia
2009,Outbound Expenditure,Passenger transport,49.000.000,Curaçao
2009,Outbound Expenditure,Tourism expenditure in other countries,258.000.000,Curaçao
2009,Outbound Expenditure,Travel,209.000.000,Curaçao
2009,Outbound Expenditure,Passenger transport,337.000.000,Cyprus
2009,Outbound Expenditure,Tourism expenditure in other countries,1.742.000.000,Cyprus
2009,Outbound Expenditure,Travel,1.405.000.000,Cyprus
2009,Outbound Expenditure,Passenger transport,81.000.000,Czech Republic (Czechia)
2009,Outbound Expenditure,Tourism expenditure in other countries,4.336.000.000,Czech Republic (Czechia)
2009,Outbound Expenditure,Travel,4.255.000.000,Czech Republic (Czechia)
2009,Outbound Expenditure,Travel,8.968.000.000,Denmark
2009,Outbound Expenditure,Passenger transport,11.700.000,Djibouti
2009,Outbound Expenditure,Tourism expenditure in other countries,17.500.000,Djibouti
2009,Outbound Expenditure,Travel,5.800.000,Djibouti
2009,Outbound Expenditure,Travel,13.000.000,Dominica
2009,Outbound Expenditure,Passenger transport,164.000.000,Dominican Republic
2009,Outbound Expenditure,Tourism expenditure in other countries,523.000.000,Dominican Republic
2009,Outbound Expenditure,Travel,359.000.000,Dominican Republic
2009,Outbound Expenditure,Passenger transport,257.000.000,Ecuador
2009,Outbound Expenditure,Tourism expenditure in other countries,806.000.000,Ecuador
2009,Outbound Expenditure,Travel,549.000.000,Ecuador
2009,Outbound Expenditure,Passenger transport,403.000.000,Egypt
2009,Outbound Expenditure,Tourism expenditure in other countries,2.941.000.000,Egypt
2009,Outbound Expenditure,Travel,2.538.000.000,Egypt
2009,Outbound Expenditure,Passenger transport,66.000.000,El Salvador
2009,Outbound Expenditure,Tourism expenditure in other countries,253.000.000,El Salvador
2009,Outbound Expenditure,Travel,187.000.000,El Salvador
2009,Outbound Expenditure,Travel,605.000.000,Estonia
2009,Outbound Expenditure,Passenger transport,26.000.000,Eswatini
2009,Outbound Expenditure,Tourism expenditure in other countries,98.000.000,Eswatini
2009,Outbound Expenditure,Travel,72.000.000,Eswatini
2009,Outbound Expenditure,Passenger transport,1.000.000,Ethiopia
2009,Outbound Expenditure,Tourism expenditure in other countries,139.000.000,Ethiopia
2009,Outbound Expenditure,Travel,138.000.000,Ethiopia
2009,Outbound Expenditure,Passenger transport,13.000.000,Fiji
2009,Outbound Expenditure,Tourism expenditure in other countries,108.000.000,Fiji
2009,Outbound Expenditure,Travel,95.000.000,Fiji
2009,Outbound Expenditure,Passenger transport,832.000.000,Finland
2009,Outbound Expenditure,Tourism expenditure in other countries,5.236.000.000,Finland
2009,Outbound Expenditure,Travel,4.404.000.000,Finland
2009,Outbound Expenditure,Passenger transport,8.096.000.000,France
2009,Outbound Expenditure,Tourism expenditure in other countries,45.087.000.000,France
2009,Outbound Expenditure,Travel,36.991.000.000,France
2009,Outbound Expenditure,Passenger transport,175.000.000,French Polynesia
2009,Outbound Expenditure,Tourism expenditure in other countries,339.000.000,French Polynesia
2009,Outbound Expenditure,Travel,164.000.000,French Polynesia
2009,Outbound Expenditure,Passenger transport,116.000.000,Gabon
2009,Outbound Expenditure,Tourism expenditure in other countries,476.000.000,Gabon
2009,Outbound Expenditure,Travel,360.000.000,Gabon
2009,Outbound Expenditure,Tourism expenditure in other countries,12.000.000,Gambia
2009,Outbound Expenditure,Travel,12.000.000,Gambia
2009,Outbound Expenditure,Passenger transport,130.000.000,Georgia
2009,Outbound Expenditure,Tourism expenditure in other countries,311.000.000,Georgia
2009,Outbound Expenditure,Travel,181.000.000,Georgia
2009,Outbound Expenditure,Passenger transport,11.438.000.000,Germany
2009,Outbound Expenditure,Tourism expenditure in other countries,92.899.000.000,Germany
2009,Outbound Expenditure,Travel,81.461.000.000,Germany
2009,Outbound Expenditure,Passenger transport,264.000.000,Ghana
2009,Outbound Expenditure,Tourism expenditure in other countries,948.000.000,Ghana
2009,Outbound Expenditure,Travel,684.000.000,Ghana
2009,Outbound Expenditure,Passenger transport,739.000.000,Greece
2009,Outbound Expenditure,Tourism expenditure in other countries,4.122.000.000,Greece
2009,Outbound Expenditure,Travel,3.383.000.000,Greece
2009,Outbound Expenditure,Travel,10.000.000,Grenada
2009,Outbound Expenditure,Passenger transport,147.000.000,Guatemala
2009,Outbound Expenditure,Tourism expenditure in other countries,751.000.000,Guatemala
2009,Outbound Expenditure,Travel,604.000.000,Guatemala
2009,Outbound Expenditure,Passenger transport,15.000.000,Guinea
2009,Outbound Expenditure,Tourism expenditure in other countries,28.000.000,Guinea
2009,Outbound Expenditure,Travel,13.000.000,Guinea
2009,Outbound Expenditure,Passenger transport,300.000,Guinea-Bissau
2009,Outbound Expenditure,Tourism expenditure in other countries,26.000.000,Guinea-Bissau
2009,Outbound Expenditure,Travel,25.700.000,Guinea-Bissau
2009,Outbound Expenditure,Travel,52.000.000,Guyana
2009,Outbound Expenditure,Passenger transport,364.000.000,Haiti
2009,Outbound Expenditure,Tourism expenditure in other countries,427.000.000,Haiti
2009,Outbound Expenditure,Travel,63.000.000,Haiti
2009,Outbound Expenditure,Passenger transport,65.000.000,Honduras
2009,Outbound Expenditure,Tourism expenditure in other countries,361.000.000,Honduras
2009,Outbound Expenditure,Travel,296.000.000,Honduras
2009,Outbound Expenditure,Travel,15.547.000.000,"Hong Kong, China"
2009,Outbound Expenditure,Passenger transport,501.000.000,Hungary
2009,Outbound Expenditure,Tourism expenditure in other countries,3.251.000.000,Hungary
2009,Outbound Expenditure,Travel,2.750.000.000,Hungary
2009,Outbound Expenditure,Travel,546.000.000,Iceland
2009,Outbound Expenditure,Travel,9.310.000.000,India
2009,Outbound Expenditure,Passenger transport,1.592.000.000,Indonesia
2009,Outbound Expenditure,Tourism expenditure in other countries,6.908.000.000,Indonesia
2009,Outbound Expenditure,Travel,5.316.000.000,Indonesia
2009,Outbound Expenditure,Passenger transport,698.000.000,"Iran, Islamic Republic Of"
2009,Outbound Expenditure,Tourism expenditure in other countries,8.503.000.000,"Iran, Islamic Republic Of"
2009,Outbound Expenditure,Travel,7.805.000.000,"Iran, Islamic Republic Of"
2009,Outbound Expenditure,Passenger transport,14.000.000,Iraq
2009,Outbound Expenditure,Tourism expenditure in other countries,1.221.000.000,Iraq
2009,Outbound Expenditure,Travel,1.207.000.000,Iraq
2009,Outbound Expenditure,Passenger transport,114.000.000,Ireland
2009,Outbound Expenditure,Tourism expenditure in other countries,7.940.000.000,Ireland
2009,Outbound Expenditure,Travel,7.826.000.000,Ireland
2009,Outbound Expenditure,Passenger transport,960.000.000,Israel
2009,Outbound Expenditure,Tourism expenditure in other countries,4.500.000.000,Israel
2009,Outbound Expenditure,Travel,3.540.000.000,Israel
2009,Outbound Expenditure,Travel,27.967.000.000,Italy
2009,Outbound Expenditure,Passenger transport,43.000.000,Jamaica
2009,Outbound Expenditure,Tourism expenditure in other countries,259.000.000,Jamaica
2009,Outbound Expenditure,Travel,216.000.000,Jamaica
2009,Outbound Expenditure,Passenger transport,9.588.000.000,Japan
2009,Outbound Expenditure,Tourism expenditure in other countries,34.787.000.000,Japan
2009,Outbound Expenditure,Travel,25.199.000.000,Japan
2009,Outbound Expenditure,Passenger transport,138.000.000,Jordan
2009,Outbound Expenditure,Tourism expenditure in other countries,1.202.000.000,Jordan
2009,Outbound Expenditure,Travel,1.064.000.000,Jordan
2009,Outbound Expenditure,Passenger transport,187.000.000,Kazakhstan
2009,Outbound Expenditure,Tourism expenditure in other countries,1.319.000.000,Kazakhstan
2009,Outbound Expenditure,Travel,1.132.000.000,Kazakhstan
2009,Outbound Expenditure,Travel,227.000.000,Kenya
2009,Outbound Expenditure,Travel,11.700.000,Kiribati
2009,Outbound Expenditure,Passenger transport,1.320.000.000,"Korea, Republic Of"
2009,Outbound Expenditure,Tourism expenditure in other countries,16.355.000.000,"Korea, Republic Of"
2009,Outbound Expenditure,Travel,15.035.000.000,"Korea, Republic Of"
2009,Outbound Expenditure,Passenger transport,610.000.000,Kuwait
2009,Outbound Expenditure,Tourism expenditure in other countries,6.799.000.000,Kuwait
2009,Outbound Expenditure,Travel,6.189.000.000,Kuwait
2009,Outbound Expenditure,Passenger transport,126.000.000,Kyrgyzstan
2009,Outbound Expenditure,Tourism expenditure in other countries,273.000.000,Kyrgyzstan
2009,Outbound Expenditure,Travel,147.000.000,Kyrgyzstan
2009,Outbound Expenditure,Passenger transport,8.000.000,Lao People´S Democratic Republic
2009,Outbound Expenditure,Tourism expenditure in other countries,91.000.000,Lao People´S Democratic Republic
2009,Outbound Expenditure,Travel,83.000.000,Lao People´S Democratic Republic
2009,Outbound Expenditure,Travel,798.000.000,Latvia
2009,Outbound Expenditure,Passenger transport,916.000.000,Lebanon
2009,Outbound Expenditure,Tourism expenditure in other countries,4.928.000.000,Lebanon
2009,Outbound Expenditure,Travel,4.012.000.000,Lebanon
2009,Outbound Expenditure,Passenger transport,8.000.000,Lesotho
2009,Outbound Expenditure,Tourism expenditure in other countries,247.000.000,Lesotho
2009,Outbound Expenditure,Travel,239.000.000,Lesotho
2009,Outbound Expenditure,Passenger transport,22.000.000,Liberia
2009,Outbound Expenditure,Tourism expenditure in other countries,51.000.000,Liberia
2009,Outbound Expenditure,Travel,29.000.000,Liberia
2009,Outbound Expenditure,Passenger transport,96.000.000,Libya
2009,Outbound Expenditure,Tourism expenditure in other countries,1.683.000.000,Libya
2009,Outbound Expenditure,Travel,1.587.000.000,Libya
2009,Outbound Expenditure,Travel,1.119.000.000,Lithuania
2009,Outbound Expenditure,Passenger transport,93.022.224,Luxembourg
2009,Outbound Expenditure,Tourism expenditure in other countries,2.666.189.365,Luxembourg
2009,Outbound Expenditure,Travel,2.573.167.141,Luxembourg
2009,Outbound Expenditure,Passenger transport,68.000.000,"Macao, China"
2009,Outbound Expenditure,Tourism expenditure in other countries,713.000.000,"Macao, China"
2009,Outbound Expenditure,Travel,645.000.000,"Macao, China"
2009,Outbound Expenditure,Passenger transport,114.000.000,Madagascar
2009,Outbound Expenditure,Tourism expenditure in other countries,225.000.000,Madagascar
2009,Outbound Expenditure,Travel,111.000.000,Madagascar
2009,Outbound Expenditure,Passenger transport,28.000.000,Malawi
2009,Outbound Expenditure,Tourism expenditure in other countries,91.000.000,Malawi
2009,Outbound Expenditure,Travel,63.000.000,Malawi
2009,Outbound Expenditure,Passenger transport,688.000.000,Malaysia
2009,Outbound Expenditure,Tourism expenditure in other countries,7.196.000.000,Malaysia
2009,Outbound Expenditure,Travel,6.508.000.000,Malaysia
2009,Outbound Expenditure,Passenger transport,38.000.000,Maldives
2009,Outbound Expenditure,Tourism expenditure in other countries,212.000.000,Maldives
2009,Outbound Expenditure,Travel,174.000.000,Maldives
2009,Outbound Expenditure,Passenger transport,89.000.000,Mali
2009,Outbound Expenditure,Tourism expenditure in other countries,191.000.000,Mali
2009,Outbound Expenditure,Travel,102.000.000,Mali
2009,Outbound Expenditure,Travel,291.000.000,Malta
2009,Outbound Expenditure,Passenger transport,12.200.000,Marshall Islands
2009,Outbound Expenditure,Tourism expenditure in other countries,24.550.000,Marshall Islands
2009,Outbound Expenditure,Travel,12.350.000,Marshall Islands
2009,Outbound Expenditure,Passenger transport,30.000.000,Mauritius
2009,Outbound Expenditure,Tourism expenditure in other countries,384.000.000,Mauritius
2009,Outbound Expenditure,Travel,354.000.000,Mauritius
2009,Outbound Expenditure,Passenger transport,1.530.000.000,Mexico
2009,Outbound Expenditure,Tourism expenditure in other countries,8.737.000.000,Mexico
2009,Outbound Expenditure,Travel,7.207.000.000,Mexico
2009,Outbound Expenditure,Passenger transport,16.000.000,"Micronesia, Federated States Of"
2009,Outbound Expenditure,Tourism expenditure in other countries,26.000.000,"Micronesia, Federated States Of"
2009,Outbound Expenditure,Travel,10.000.000,"Micronesia, Federated States Of"
2009,Outbound Expenditure,Passenger transport,64.000.000,"Moldova, Republic Of"
2009,Outbound Expenditure,Tourism expenditure in other countries,307.000.000,"Moldova, Republic Of"
2009,Outbound Expenditure,Travel,243.000.000,"Moldova, Republic Of"
2009,Outbound Expenditure,Passenger transport,32.000.000,Mongolia
2009,Outbound Expenditure,Tourism expenditure in other countries,242.000.000,Mongolia
2009,Outbound Expenditure,Travel,210.000.000,Mongolia
2009,Outbound Expenditure,Passenger transport,27.000.000,Montenegro
2009,Outbound Expenditure,Tourism expenditure in other countries,76.000.000,Montenegro
2009,Outbound Expenditure,Travel,49.000.000,Montenegro
2009,Outbound Expenditure,Travel,3.000.000,Montserrat
2009,Outbound Expenditure,Passenger transport,607.000.000,Morocco
2009,Outbound Expenditure,Tourism expenditure in other countries,1.713.000.000,Morocco
