Year,Country,Indicator,Category,Value
2008,Mexico,Overnights visitors (tourists),Departures,14.527
2008,Mexico,Same-day visitors (excursionists),Departures,92.992
2008,"Moldova, Republic Of",Overnights visitors (tourists),Departures,85.0
2008,"Moldova, Republic Of",Same-day visitors (excursionists),Departures,0.0
2008,Morocco,Overnights visitors (tourists),Departures,3.421
2008,Morocco,Same-day visitors (excursionists),Departures,0.0
2008,Nepal,Overnights visitors (tourists),Departures,561.0
2008,Nepal,Same-day visitors (excursionists),Departures,0.0
2008,Netherlands,Overnights visitors (tourists),Departures,18.399
2008,Netherlands,Same-day visitors (excursionists),Departures,0.0
2008,New Caledonia,Overnights visitors (tourists),Departures,112.0
2008,New Caledonia,Same-day visitors (excursionists),Departures,0.0
2008,New Zealand,Overnights visitors (tourists),Departures,1.967
2008,New Zealand,Same-day visitors (excursionists),Departures,0.0
2008,Nicaragua,Overnights visitors (tourists),Departures,942.0
2008,Nicaragua,Same-day visitors (excursionists),Departures,0.0
2008,Niue,Overnights visitors (tourists),Departures,1.0
2008,Niue,Same-day visitors (excursionists),Departures,0.0
2008,Oman,Overnights visitors (tourists),Departures,2.062
2008,Oman,Same-day visitors (excursionists),Departures,1.038
2008,Panama,Overnights visitors (tourists),Departures,369.0
2008,Panama,Same-day visitors (excursionists),Departures,0.0
2008,Paraguay,Overnights visitors (tourists),Departures,278.0
2008,Paraguay,Same-day visitors (excursionists),Departures,0.0
2008,Peru,Overnights visitors (tourists),Departures,1.913
2008,Peru,Same-day visitors (excursionists),Departures,0.0
2008,Philippines,Overnights visitors (tourists),Departures,3.355
2008,Philippines,Same-day visitors (excursionists),Departures,0.0
2008,Poland,Overnights visitors (tourists),Departures,7.6
2008,Poland,Same-day visitors (excursionists),Departures,42.643
2008,Puerto Rico,Overnights visitors (tourists),Departures,1.438
2008,Puerto Rico,Same-day visitors (excursionists),Departures,0.0
2008,Samoa,Overnights visitors (tourists),Departures,53.0
2008,Samoa,Same-day visitors (excursionists),Departures,0.0
2008,Sao Tome And Principe,Overnights visitors (tourists),Departures,10.0
2008,Sao Tome And Principe,Same-day visitors (excursionists),Departures,0.0
2008,Saudi Arabia,Overnights visitors (tourists),Departures,4.087
2008,Saudi Arabia,Same-day visitors (excursionists),Departures,618.0
2008,Seychelles,Overnights visitors (tourists),Departures,54.0
2008,Seychelles,Same-day visitors (excursionists),Departures,0.0
2008,Sierra Leone,Overnights visitors (tourists),Departures,73.0
2008,Sierra Leone,Same-day visitors (excursionists),Departures,0.0
2008,Singapore,Overnights visitors (tourists),Departures,6.828
2008,Singapore,Same-day visitors (excursionists),Departures,0.0
2008,Slovenia,Overnights visitors (tourists),Departures,2.459
2008,Slovenia,Same-day visitors (excursionists),Departures,3.031
2008,Sri Lanka,Overnights visitors (tourists),Departures,966.0
2008,Sri Lanka,Same-day visitors (excursionists),Departures,0.0
2008,Sweden,Overnights visitors (tourists),Departures,13.291
2008,Sweden,Same-day visitors (excursionists),Departures,0.0
2008,Switzerland,Overnights visitors (tourists),Departures,11.147
2008,Switzerland,Same-day visitors (excursionists),Departures,6.26
2008,Syrian Arab Republic,Overnights visitors (tourists),Departures,5.253
2008,Syrian Arab Republic,Same-day visitors (excursionists),Departures,0.0
2008,Thailand,Overnights visitors (tourists),Departures,3.908
2008,Thailand,Same-day visitors (excursionists),Departures,0.0
2008,Tunisia,Overnights visitors (tourists),Departures,3.118
2008,Tunisia,Same-day visitors (excursionists),Departures,0.0
2008,Türkiye,Overnights visitors (tourists),Departures,4.893
2008,Türkiye,Same-day visitors (excursionists),Departures,0.0
2008,Uganda,Overnights visitors (tourists),Departures,337.0
2008,Uganda,Same-day visitors (excursionists),Departures,0.0
2008,Ukraine,Overnights visitors (tourists),Departures,15.499
2008,Ukraine,Same-day visitors (excursionists),Departures,601.0
2008,United States Of America,Overnights visitors (tourists),Departures,63.653
2008,United States Of America,Same-day visitors (excursionists),Departures,72.496
2008,Uruguay,Overnights visitors (tourists),Departures,734.0
2008,Uruguay,Same-day visitors (excursionists),Departures,0.0
2008,Vanuatu,Overnights visitors (tourists),Departures,19.0
2008,Vanuatu,Same-day visitors (excursionists),Departures,0.0
2008,"Venezuela, Bolivarian Republic Of",Overnights visitors (tourists),Departures,1.745
2008,"Venezuela, Bolivarian Republic Of",Same-day visitors (excursionists),Departures,0.0
2008,Zimbabwe,Overnights visitors (tourists),Departures,593.0
2008,Zimbabwe,Same-day visitors (excursionists),Departures,0.0
2009,Algeria,Overnights visitors (tourists),Departures,1.677
2009,Algeria,Same-day visitors (excursionists),Departures,0.0
2009,Argentina,Overnights visitors (tourists),Departures,4.981
2009,Argentina,Same-day visitors (excursionists),Departures,812.0
2009,Armenia,Overnights visitors (tourists),Departures,526.0
2009,Armenia,Same-day visitors (excursionists),Departures,0.0
2009,Austria,Overnights visitors (tourists),Departures,10.121
2009,Austria,Same-day visitors (excursionists),Departures,0.0
2009,Azerbaijan,Overnights visitors (tourists),Departures,1.145
2009,Azerbaijan,Same-day visitors (excursionists),Departures,1.217
2009,Bangladesh,Overnights visitors (tourists),Departures,2.254
2009,Bangladesh,Same-day visitors (excursionists),Departures,0.0
2009,Belarus,Overnights visitors (tourists),Departures,316.0
2009,Belarus,Same-day visitors (excursionists),Departures,0.0
2009,Belgium,Overnights visitors (tourists),Departures,8.775
2009,Belgium,Same-day visitors (excursionists),Departures,0.0
2009,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,518.0
2009,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
2009,Brazil,Overnights visitors (tourists),Departures,4.92
2009,Brazil,Same-day visitors (excursionists),Departures,0.0
2009,Bulgaria,Overnights visitors (tourists),Departures,4.993
2009,Bulgaria,Same-day visitors (excursionists),Departures,0.0
2009,Cambodia,Overnights visitors (tourists),Departures,340.0
2009,Cambodia,Same-day visitors (excursionists),Departures,0.0
2009,Canada,Overnights visitors (tourists),Departures,26.203
2009,Canada,Same-day visitors (excursionists),Departures,21.281
2009,Chile,Overnights visitors (tourists),Departures,1.909
2009,Chile,Same-day visitors (excursionists),Departures,449.0
2009,China,Overnights visitors (tourists),Departures,47.656
2009,China,Same-day visitors (excursionists),Departures,0.0
2009,Colombia,Overnights visitors (tourists),Departures,2.122
2009,Colombia,Same-day visitors (excursionists),Departures,0.0
2009,Cook Islands,Overnights visitors (tourists),Departures,12.0
2009,Cook Islands,Same-day visitors (excursionists),Departures,0.0
2009,Costa Rica,Overnights visitors (tourists),Departures,579.0
2009,Costa Rica,Same-day visitors (excursionists),Departures,0.0
2009,Croatia,Overnights visitors (tourists),Departures,2.497
2009,Croatia,Same-day visitors (excursionists),Departures,2.326
2009,Cuba,Overnights visitors (tourists),Departures,206.0
2009,Cuba,Same-day visitors (excursionists),Departures,0.0
2009,Czech Republic (Czechia),Overnights visitors (tourists),Departures,8.904
2009,Czech Republic (Czechia),Same-day visitors (excursionists),Departures,3.432
2009,Denmark,Overnights visitors (tourists),Departures,7.037
2009,Denmark,Same-day visitors (excursionists),Departures,0.0
2009,Dominican Republic,Overnights visitors (tourists),Departures,415.0
2009,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
2009,Ecuador,Overnights visitors (tourists),Departures,814.0
2009,Ecuador,Same-day visitors (excursionists),Departures,0.0
2009,Estonia,Overnights visitors (tourists),Departures,752.0
2009,Estonia,Same-day visitors (excursionists),Departures,0.0
2009,Eswatini,Overnights visitors (tourists),Departures,1.245
2009,Eswatini,Same-day visitors (excursionists),Departures,0.0
2009,Fiji,Overnights visitors (tourists),Departures,125.0
2009,Fiji,Same-day visitors (excursionists),Departures,0.0
2009,Finland,Overnights visitors (tourists),Departures,5.832
2009,Finland,Same-day visitors (excursionists),Departures,861.0
2009,France,Overnights visitors (tourists),Departures,25.14
2009,France,Same-day visitors (excursionists),Departures,5.506
2009,French Polynesia,Overnights visitors (tourists),Departures,88.0
2009,French Polynesia,Same-day visitors (excursionists),Departures,0.0
2009,Georgia,Overnights visitors (tourists),Departures,1.98
2009,Georgia,Same-day visitors (excursionists),Departures,0.0
2009,Germany,Overnights visitors (tourists),Departures,85.547
2009,Germany,Same-day visitors (excursionists),Departures,0.0
2009,Greece,Overnights visitors (tourists),Departures,3.835
2009,Greece,Same-day visitors (excursionists),Departures,0.0
2009,Guatemala,Overnights visitors (tourists),Departures,562.0
2009,Guatemala,Same-day visitors (excursionists),Departures,89.0
2009,Honduras,Overnights visitors (tourists),Departures,395.0
2009,Honduras,Same-day visitors (excursionists),Departures,0.0
2009,Hungary,Overnights visitors (tourists),Departures,5.672
2009,Hungary,Same-day visitors (excursionists),Departures,10.969
2009,Iceland,Overnights visitors (tourists),Departures,259.0
2009,Iceland,Same-day visitors (excursionists),Departures,0.0
2009,India,Overnights visitors (tourists),Departures,11.067
2009,India,Same-day visitors (excursionists),Departures,0.0
2009,Israel,Overnights visitors (tourists),Departures,4.007
2009,Israel,Same-day visitors (excursionists),Departures,0.0
2009,Italy,Overnights visitors (tourists),Departures,27.49
2009,Italy,Same-day visitors (excursionists),Departures,27.349
2009,Jordan,Overnights visitors (tourists),Departures,2.054
2009,Jordan,Same-day visitors (excursionists),Departures,412.0
2009,Kazakhstan,Overnights visitors (tourists),Departures,5.309
2009,Kazakhstan,Same-day visitors (excursionists),Departures,114.0
2009,Latvia,Overnights visitors (tourists),Departures,1.573
2009,Latvia,Same-day visitors (excursionists),Departures,1.695
2009,Lithuania,Overnights visitors (tourists),Departures,1.288
2009,Lithuania,Same-day visitors (excursionists),Departures,2.351
2009,Luxembourg,Overnights visitors (tourists),Departures,1.362
2009,Luxembourg,Same-day visitors (excursionists),Departures,0.0
2009,Malta,Overnights visitors (tourists),Departures,264.0
2009,Malta,Same-day visitors (excursionists),Departures,28.0
2009,Mauritius,Overnights visitors (tourists),Departures,196.0
2009,Mauritius,Same-day visitors (excursionists),Departures,0.0
2009,Mexico,Overnights visitors (tourists),Departures,14.104
2009,Mexico,Same-day visitors (excursionists),Departures,84.124
2009,"Moldova, Republic Of",Overnights visitors (tourists),Departures,93.0
2009,"Moldova, Republic Of",Same-day visitors (excursionists),Departures,0.0
2009,Morocco,Overnights visitors (tourists),Departures,2.293
2009,Morocco,Same-day visitors (excursionists),Departures,0.0
2009,Nepal,Overnights visitors (tourists),Departures,589.0
2009,Nepal,Same-day visitors (excursionists),Departures,0.0
2009,Netherlands,Overnights visitors (tourists),Departures,18.34
2009,Netherlands,Same-day visitors (excursionists),Departures,0.0
2009,New Caledonia,Overnights visitors (tourists),Departures,119.0
2009,New Caledonia,Same-day visitors (excursionists),Departures,0.0
2009,New Zealand,Overnights visitors (tourists),Departures,1.918
2009,New Zealand,Same-day visitors (excursionists),Departures,0.0
2009,Nicaragua,Overnights visitors (tourists),Departures,858.0
2009,Nicaragua,Same-day visitors (excursionists),Departures,0.0
2009,Niue,Overnights visitors (tourists),Departures,1.0
2009,Niue,Same-day visitors (excursionists),Departures,0.0
2009,Norway,Overnights visitors (tourists),Departures,6.64
2009,Norway,Same-day visitors (excursionists),Departures,0.0
2009,Oman,Overnights visitors (tourists),Departures,1.645
2009,Oman,Same-day visitors (excursionists),Departures,825.0
2009,Panama,Overnights visitors (tourists),Departures,336.0
2009,Panama,Same-day visitors (excursionists),Departures,0.0
2009,Paraguay,Overnights visitors (tourists),Departures,288.0
2009,Paraguay,Same-day visitors (excursionists),Departures,0.0
2009,Peru,Overnights visitors (tourists),Departures,1.891
2009,Peru,Same-day visitors (excursionists),Departures,0.0
2009,Philippines,Overnights visitors (tourists),Departures,3.188
2009,Philippines,Same-day visitors (excursionists),Departures,0.0
2009,Poland,Overnights visitors (tourists),Departures,6.3
2009,Poland,Same-day visitors (excursionists),Departures,32.97
2009,Puerto Rico,Overnights visitors (tourists),Departures,1.116
2009,Puerto Rico,Same-day visitors (excursionists),Departures,0.0
2009,Samoa,Overnights visitors (tourists),Departures,43.0
2009,Samoa,Same-day visitors (excursionists),Departures,0.0
2009,Saudi Arabia,Overnights visitors (tourists),Departures,6.032
2009,Saudi Arabia,Same-day visitors (excursionists),Departures,435.0
2009,Seychelles,Overnights visitors (tourists),Departures,49.0
2009,Seychelles,Same-day visitors (excursionists),Departures,0.0
2009,Sierra Leone,Overnights visitors (tourists),Departures,72.0
2009,Sierra Leone,Same-day visitors (excursionists),Departures,0.0
2009,Singapore,Overnights visitors (tourists),Departures,6.961
2009,Singapore,Same-day visitors (excursionists),Departures,0.0
2009,Slovenia,Overnights visitors (tourists),Departures,2.586
2009,Slovenia,Same-day visitors (excursionists),Departures,2.989
2009,Sri Lanka,Overnights visitors (tourists),Departures,963.0
2009,Sri Lanka,Same-day visitors (excursionists),Departures,0.0
2009,Sweden,Overnights visitors (tourists),Departures,11.699
2009,Sweden,Same-day visitors (excursionists),Departures,0.0
2009,Switzerland,Overnights visitors (tourists),Departures,10.453
2009,Switzerland,Same-day visitors (excursionists),Departures,6.069
2009,Syrian Arab Republic,Overnights visitors (tourists),Departures,5.215
2009,Syrian Arab Republic,Same-day visitors (excursionists),Departures,0.0
2009,Thailand,Overnights visitors (tourists),Departures,4.653
2009,Thailand,Same-day visitors (excursionists),Departures,0.0
2009,Trinidad And Tobago,Overnights visitors (tourists),Departures,270.0
2009,Trinidad And Tobago,Same-day visitors (excursionists),Departures,0.0
2009,Tunisia,Overnights visitors (tourists),Departures,2.623
2009,Tunisia,Same-day visitors (excursionists),Departures,0.0
2009,Türkiye,Overnights visitors (tourists),Departures,5.561
2009,Türkiye,Same-day visitors (excursionists),Departures,0.0
2009,Uganda,Overnights visitors (tourists),Departures,311.0
2009,Uganda,Same-day visitors (excursionists),Departures,0.0
2009,Ukraine,Overnights visitors (tourists),Departures,15.334
2009,Ukraine,Same-day visitors (excursionists),Departures,627.0
2009,United States Of America,Overnights visitors (tourists),Departures,62.13
2009,United States Of America,Same-day visitors (excursionists),Departures,67.903
2009,Uruguay,Overnights visitors (tourists),Departures,826.0
2009,Uruguay,Same-day visitors (excursionists),Departures,0.0
2009,Vanuatu,Overnights visitors (tourists),Departures,20.0
2009,Vanuatu,Same-day visitors (excursionists),Departures,0.0
2009,"Venezuela, Bolivarian Republic Of",Overnights visitors (tourists),Departures,1.651
2009,"Venezuela, Bolivarian Republic Of",Same-day visitors (excursionists),Departures,0.0
2009,Zimbabwe,Overnights visitors (tourists),Departures,631.0
2009,Zimbabwe,Same-day visitors (excursionists),Departures,0.0
2010,Algeria,Overnights visitors (tourists),Departures,1.757
2010,Algeria,Same-day visitors (excursionists),Departures,0.0
2010,Argentina,Overnights visitors (tourists),Departures,5.307
2010,Argentina,Same-day visitors (excursionists),Departures,776.0
2010,Armenia,Overnights visitors (tourists),Departures,563.0
2010,Armenia,Same-day visitors (excursionists),Departures,0.0
2010,Austria,Overnights visitors (tourists),Departures,9.882
2010,Austria,Same-day visitors (excursionists),Departures,0.0
2010,Azerbaijan,Overnights visitors (tourists),Departures,1.82
2010,Azerbaijan,Same-day visitors (excursionists),Departures,1.356
2010,Bangladesh,Overnights visitors (tourists),Departures,1.913
2010,Bangladesh,Same-day visitors (excursionists),Departures,0.0
2010,Belarus,Overnights visitors (tourists),Departures,415.0
2010,Belarus,Same-day visitors (excursionists),Departures,0.0
2010,Belgium,Overnights visitors (tourists),Departures,8.801
2010,Belgium,Same-day visitors (excursionists),Departures,0.0
2010,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,604.0
2010,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
2010,Brazil,Overnights visitors (tourists),Departures,6.457
2010,Brazil,Same-day visitors (excursionists),Departures,0.0
2010,Bulgaria,Overnights visitors (tourists),Departures,3.676
2010,Bulgaria,Same-day visitors (excursionists),Departures,0.0
2010,Cambodia,Overnights visitors (tourists),Departures,505.0
2010,Cambodia,Same-day visitors (excursionists),Departures,0.0
2010,Canada,Overnights visitors (tourists),Departures,28.893
2010,Canada,Same-day visitors (excursionists),Departures,26.746
2010,Central African Republic,Overnights visitors (tourists),Departures,38.0
2010,Central African Republic,Same-day visitors (excursionists),Departures,0.0
2010,Chile,Overnights visitors (tourists),Departures,2.218
2010,Chile,Same-day visitors (excursionists),Departures,518.0
2010,China,Overnights visitors (tourists),Departures,57.386
2010,China,Same-day visitors (excursionists),Departures,0.0
2010,Colombia,Overnights visitors (tourists),Departures,2.342
2010,Colombia,Same-day visitors (excursionists),Departures,0.0
2010,Cook Islands,Overnights visitors (tourists),Departures,12.0
2010,Cook Islands,Same-day visitors (excursionists),Departures,0.0
2010,Costa Rica,Overnights visitors (tourists),Departures,662.0
2010,Costa Rica,Same-day visitors (excursionists),Departures,0.0
2010,Croatia,Overnights visitors (tourists),Departures,1.873
2010,Croatia,Same-day visitors (excursionists),Departures,0.0
2010,Cuba,Overnights visitors (tourists),Departures,251.0
2010,Cuba,Same-day visitors (excursionists),Departures,0.0
2010,Czech Republic (Czechia),Overnights visitors (tourists),Departures,8.673
2010,Czech Republic (Czechia),Same-day visitors (excursionists),Departures,3.218
2010,Denmark,Overnights visitors (tourists),Departures,7.726
2010,Denmark,Same-day visitors (excursionists),Departures,0.0
2010,Dominican Republic,Overnights visitors (tourists),Departures,401.0
2010,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
2010,Ecuador,Overnights visitors (tourists),Departures,899.0
2010,Ecuador,Same-day visitors (excursionists),Departures,0.0
2010,El Salvador,Overnights visitors (tourists),Departures,999.0
2010,El Salvador,Same-day visitors (excursionists),Departures,423.0
2010,Estonia,Overnights visitors (tourists),Departures,955.0
2010,Estonia,Same-day visitors (excursionists),Departures,0.0
2010,Eswatini,Overnights visitors (tourists),Departures,1.141
2010,Eswatini,Same-day visitors (excursionists),Departures,0.0
2010,Fiji,Overnights visitors (tourists),Departures,128.0
2010,Fiji,Same-day visitors (excursionists),Departures,0.0
2010,Finland,Overnights visitors (tourists),Departures,6.633
2010,Finland,Same-day visitors (excursionists),Departures,852.0
2010,France,Overnights visitors (tourists),Departures,25.041
2010,France,Same-day visitors (excursionists),Departures,4.932
2010,French Polynesia,Overnights visitors (tourists),Departures,89.0
2010,French Polynesia,Same-day visitors (excursionists),Departures,0.0
2010,Georgia,Overnights visitors (tourists),Departures,2.086
2010,Georgia,Same-day visitors (excursionists),Departures,0.0
2010,Germany,Overnights visitors (tourists),Departures,85.872
2010,Germany,Same-day visitors (excursionists),Departures,0.0
2010,Greece,Overnights visitors (tourists),Departures,3.799
2010,Greece,Same-day visitors (excursionists),Departures,0.0
2010,Guatemala,Overnights visitors (tourists),Departures,585.0
2010,Guatemala,Same-day visitors (excursionists),Departures,108.0
2010,Honduras,Overnights visitors (tourists),Departures,408.0
2010,Honduras,Same-day visitors (excursionists),Departures,682.0
2010,Hungary,Overnights visitors (tourists),Departures,5.297
2010,Hungary,Same-day visitors (excursionists),Departures,10.786
2010,Iceland,Overnights visitors (tourists),Departures,299.0
2010,Iceland,Same-day visitors (excursionists),Departures,0.0
2010,India,Overnights visitors (tourists),Departures,12.988
2010,India,Same-day visitors (excursionists),Departures,0.0
2010,Israel,Overnights visitors (tourists),Departures,4.269
2010,Israel,Same-day visitors (excursionists),Departures,0.0
2010,Italy,Overnights visitors (tourists),Departures,28.188
2010,Italy,Same-day visitors (excursionists),Departures,27.117
2010,Jordan,Overnights visitors (tourists),Departures,2.708
2010,Jordan,Same-day visitors (excursionists),Departures,378.0
2010,Kazakhstan,Overnights visitors (tourists),Departures,5.893
2010,Kazakhstan,Same-day visitors (excursionists),Departures,126.0
2010,Latvia,Overnights visitors (tourists),Departures,1.65
2010,Latvia,Same-day visitors (excursionists),Departures,1.682
2010,Lithuania,Overnights visitors (tourists),Departures,1.411
2010,Lithuania,Same-day visitors (excursionists),Departures,2.9
2010,Luxembourg,Overnights visitors (tourists),Departures,1.237
2010,Luxembourg,Same-day visitors (excursionists),Departures,0.0
2010,Malta,Overnights visitors (tourists),Departures,294.0
2010,Malta,Same-day visitors (excursionists),Departures,34.0
2010,Mauritius,Overnights visitors (tourists),Departures,212.0
2010,Mauritius,Same-day visitors (excursionists),Departures,0.0
2010,Mexico,Overnights visitors (tourists),Departures,14.334
2010,Mexico,Same-day visitors (excursionists),Departures,77.323
2010,"Moldova, Republic Of",Overnights visitors (tourists),Departures,116.0
2010,"Moldova, Republic Of",Same-day visitors (excursionists),Departures,0.0
2010,Morocco,Overnights visitors (tourists),Departures,2.175
2010,Morocco,Same-day visitors (excursionists),Departures,0.0
2010,Nepal,Overnights visitors (tourists),Departures,765.0
2010,Nepal,Same-day visitors (excursionists),Departures,0.0
2010,Netherlands,Overnights visitors (tourists),Departures,18.368
2010,Netherlands,Same-day visitors (excursionists),Departures,0.0
2010,New Caledonia,Overnights visitors (tourists),Departures,132.0
2010,New Caledonia,Same-day visitors (excursionists),Departures,0.0
2010,New Zealand,Overnights visitors (tourists),Departures,2.026
2010,New Zealand,Same-day visitors (excursionists),Departures,0.0
2010,Nicaragua,Overnights visitors (tourists),Departures,908.0
2010,Nicaragua,Same-day visitors (excursionists),Departures,0.0
2010,Niue,Overnights visitors (tourists),Departures,1.0
2010,Niue,Same-day visitors (excursionists),Departures,0.0
2010,Norway,Overnights visitors (tourists),Departures,7.59
2010,Norway,Same-day visitors (excursionists),Departures,0.0
2010,Oman,Overnights visitors (tourists),Departures,1.873
2010,Oman,Same-day visitors (excursionists),Departures,956.0
2010,Panama,Overnights visitors (tourists),Departures,392.0
2010,Panama,Same-day visitors (excursionists),Departures,0.0
2010,Paraguay,Overnights visitors (tourists),Departures,302.0
2010,Paraguay,Same-day visitors (excursionists),Departures,0.0
2010,Peru,Overnights visitors (tourists),Departures,2.058
2010,Peru,Same-day visitors (excursionists),Departures,0.0
2010,Poland,Overnights visitors (tourists),Departures,7.1
2010,Poland,Same-day visitors (excursionists),Departures,35.66
2010,Puerto Rico,Overnights visitors (tourists),Departures,980.0
2010,Puerto Rico,Same-day visitors (excursionists),Departures,0.0
2010,Samoa,Overnights visitors (tourists),Departures,56.0
2010,Samoa,Same-day visitors (excursionists),Departures,0.0
2010,Saudi Arabia,Overnights visitors (tourists),Departures,17.827
2010,Saudi Arabia,Same-day visitors (excursionists),Departures,798.0
2010,Seychelles,Overnights visitors (tourists),Departures,59.0
2010,Seychelles,Same-day visitors (excursionists),Departures,0.0
2010,Sierra Leone,Overnights visitors (tourists),Departures,76.0
2010,Sierra Leone,Same-day visitors (excursionists),Departures,0.0
2010,Singapore,Overnights visitors (tourists),Departures,7.342
2010,Singapore,Same-day visitors (excursionists),Departures,0.0
2010,Slovenia,Overnights visitors (tourists),Departures,2.874
2010,Slovenia,Same-day visitors (excursionists),Departures,2.466
2010,Sri Lanka,Overnights visitors (tourists),Departures,1.122
2010,Sri Lanka,Same-day visitors (excursionists),Departures,0.0
2010,Sweden,Overnights visitors (tourists),Departures,13.042
2010,Sweden,Same-day visitors (excursionists),Departures,0.0
2010,Switzerland,Overnights visitors (tourists),Departures,10.011
2010,Switzerland,Same-day visitors (excursionists),Departures,5.892
2010,Syrian Arab Republic,Overnights visitors (tourists),Departures,6.259
2010,Syrian Arab Republic,Same-day visitors (excursionists),Departures,0.0
2010,Thailand,Overnights visitors (tourists),Departures,5.451
2010,Thailand,Same-day visitors (excursionists),Departures,0.0
2010,Trinidad And Tobago,Overnights visitors (tourists),Departures,273.0
2010,Trinidad And Tobago,Same-day visitors (excursionists),Departures,0.0
2010,Tunisia,Overnights visitors (tourists),Departures,2.25
2010,Tunisia,Same-day visitors (excursionists),Departures,0.0
2010,Türkiye,Overnights visitors (tourists),Departures,6.557
2010,Türkiye,Same-day visitors (excursionists),Departures,0.0
2010,Uganda,Overnights visitors (tourists),Departures,324.0
2010,Uganda,Same-day visitors (excursionists),Departures,0.0
2010,Ukraine,Overnights visitors (tourists),Departures,17.18
2010,Ukraine,Same-day visitors (excursionists),Departures,561.0
2010,United States Of America,Overnights visitors (tourists),Departures,61.061
2010,United States Of America,Same-day visitors (excursionists),Departures,60.513
2010,Uruguay,Overnights visitors (tourists),Departures,1.027
2010,Uruguay,Same-day visitors (excursionists),Departures,0.0
2010,Vanuatu,Overnights visitors (tourists),Departures,21.0
2010,Vanuatu,Same-day visitors (excursionists),Departures,0.0
2010,"Venezuela, Bolivarian Republic Of",Overnights visitors (tourists),Departures,1.477
2010,"Venezuela, Bolivarian Republic Of",Same-day visitors (excursionists),Departures,0.0
2010,Zimbabwe,Overnights visitors (tourists),Departures,650.0
2010,Zimbabwe,Same-day visitors (excursionists),Departures,0.0
2011,Algeria,Overnights visitors (tourists),Departures,1.715
2011,Algeria,Same-day visitors (excursionists),Departures,0.0
2011,Argentina,Overnights visitors (tourists),Departures,6.686
2011,Argentina,Same-day visitors (excursionists),Departures,990.0
2011,Armenia,Overnights visitors (tourists),Departures,715.0
2011,Armenia,Same-day visitors (excursionists),Departures,0.0
2011,Austria,Overnights visitors (tourists),Departures,9.874
2011,Austria,Same-day visitors (excursionists),Departures,0.0
2011,Azerbaijan,Overnights visitors (tourists),Departures,2.308
2011,Azerbaijan,Same-day visitors (excursionists),Departures,1.242
2011,Bangladesh,Overnights visitors (tourists),Departures,2.127
2011,Bangladesh,Same-day visitors (excursionists),Departures,0.0
2011,Belarus,Overnights visitors (tourists),Departures,320.0
2011,Belarus,Same-day visitors (excursionists),Departures,0.0
2011,Belgium,Overnights visitors (tourists),Departures,9.727
2011,Belgium,Same-day visitors (excursionists),Departures,0.0
2011,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,775.0
2011,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
2011,Brazil,Overnights visitors (tourists),Departures,7.807
2011,Brazil,Same-day visitors (excursionists),Departures,0.0
2011,Bulgaria,Overnights visitors (tourists),Departures,3.803
2011,Bulgaria,Same-day visitors (excursionists),Departures,0.0
2011,Cambodia,Overnights visitors (tourists),Departures,710.0
2011,Cambodia,Same-day visitors (excursionists),Departures,0.0
2011,Canada,Overnights visitors (tourists),Departures,30.445
2011,Canada,Same-day visitors (excursionists),Departures,31.465
2011,Chile,Overnights visitors (tourists),Departures,2.637
2011,Chile,Same-day visitors (excursionists),Departures,582.0
2011,China,Overnights visitors (tourists),Departures,70.25
2011,China,Same-day visitors (excursionists),Departures,0.0
2011,Colombia,Overnights visitors (tourists),Departures,2.522
2011,Colombia,Same-day visitors (excursionists),Departures,0.0
2011,Cook Islands,Overnights visitors (tourists),Departures,13.0
2011,Cook Islands,Same-day visitors (excursionists),Departures,0.0
2011,Costa Rica,Overnights visitors (tourists),Departures,717.0
2011,Costa Rica,Same-day visitors (excursionists),Departures,0.0
2011,Croatia,Overnights visitors (tourists),Departures,2.88
2011,Croatia,Same-day visitors (excursionists),Departures,2.646
2011,Cuba,Overnights visitors (tourists),Departures,253.0
2011,Cuba,Same-day visitors (excursionists),Departures,0.0
2011,Czech Republic (Czechia),Overnights visitors (tourists),Departures,5.279
2011,Czech Republic (Czechia),Same-day visitors (excursionists),Departures,0.0
2011,Denmark,Overnights visitors (tourists),Departures,7.846
2011,Denmark,Same-day visitors (excursionists),Departures,0.0
2011,Dominican Republic,Overnights visitors (tourists),Departures,408.0
2011,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
2011,Ecuador,Overnights visitors (tourists),Departures,1.022
2011,Ecuador,Same-day visitors (excursionists),Departures,0.0
2011,El Salvador,Overnights visitors (tourists),Departures,1.16
2011,El Salvador,Same-day visitors (excursionists),Departures,309.0
2011,Estonia,Overnights visitors (tourists),Departures,1.054
2011,Estonia,Same-day visitors (excursionists),Departures,0.0
2011,Eswatini,Overnights visitors (tourists),Departures,1.264
2011,Eswatini,Same-day visitors (excursionists),Departures,0.0
2011,Fiji,Overnights visitors (tourists),Departures,132.0
