sentiment,topic_id,document_count,percentage_in_sentiment,language_count,dominant_language,languages,is_multilingual,top_cities,top_categories,year_range,sample_text
negativo,125,661,0.65,10,es,"{'es': 418, 'en': 165, 'it': 20, 'fr': 15, 'de': 13, 'ro': 8, 'pt': 5, 'nl': 4, 'sk': 4, 'sv': 4, 'ca': 2, 'hu': 2, 'hr': 1}",True,"{'Barcelona': 188, 'Madrid': 186, 'Mallorca': 72, 'Tenerife': 71, 'Malaga': 56}","{'Desconocido': 204, 'Tour': 170, 'Museo': 124}","{'start': 2018, 'end': 2025}","il n'est pas possible d'acheter des billets sur place en espèces ou avec une carte bleue, il faut absolument réserver sur internet, complètement absurde !!!!!!!"
neutro,141,660,0.16,4,en,"{'en': 610, 'fr': 21, 'es': 15, 'ca': 14}",True,"{'Malaga': 124, 'Tenerife': 113, 'Mallorca': 113, 'Gran Canaria': 102, 'Barcelona': 85}","{'Desconocido': 195, 'Ocio': 191, 'Tour': 174}","{'start': 2022, 'end': 2025}",tickets and events in barcelona worth every penny highly recommend it
positivo,56,642,0.2,6,es,"{'es': 510, 'en': 106, 'fr': 6, 'hu': 3, 'ja': 3, 'it': 2, 'tr': 2, 'no': 2, 'bg': 2, 'sv': 2, 'nl': 1, 'sl': 1, 'pl': 1, 'pt': 1}",True,"{'Barcelona': 185, 'Madrid': 127, 'Sevilla': 103, 'Tenerife': 85, 'Gran Canaria': 73}","{'Tour': 424, 'Hotel': 50, 'Desconocido': 35}","{'start': 2011, 'end': 2025}",por primera vez un descubrimiento masivo en la zona arqueológica de el bahasa los arqueólogos han encontrado lenguas de oro y uñas de momias en tumbas de la época ptolemaica la tierra egipcia es rica en oro y tesoros por lo que son uno de los más atractivos del mundo permite descubrir los tesoros fa...
negativo,203,636,0.63,7,es,"{'es': 472, 'en': 105, 'pt': 12, 'it': 10, 'de': 10, 'fr': 10, 'pl': 4, 'nl': 4, 'tr': 2, 'sv': 2, 'he': 2, 'sl': 2, 'sk': 1}",True,"{'Madrid': 225, 'Barcelona': 159, 'Sevilla': 85, 'Mallorca': 50, 'Tenerife': 49}","{'Desconocido': 148, 'Museo': 124, 'Tour': 122}","{'start': 2014, 'end': 2025}",Esta entrada no tiene comentarios
positivo,75,633,0.19,6,es,"{'es': 530, 'en': 76, 'fr': 10, 'pt': 10, 'cs': 4, 'pl': 2, 'nl': 1}",True,"{'Barcelona': 199, 'Madrid': 125, 'Sevilla': 100, 'Tenerife': 85, 'Malaga': 72}","{'Tour': 450, 'Hotel': 46, 'Desconocido': 33}","{'start': 2011, 'end': 2025}","Visita Guiada Al Mundo Del Platano Una visita muy interesante. Es dificil encontrar una explicacion tan buena de como se cultivan los platanos, y tambien como no de su historia."
negativo,20,620,0.61,8,es,"{'es': 358, 'en': 185, 'fr': 25, 'ca': 14, 'it': 13, 'pt': 12, 'de': 11, 'id': 1, 'sl': 1}",True,"{'Madrid': 193, 'Barcelona': 187, 'Mallorca': 75, 'Sevilla': 49, 'Tenerife': 47}","{'Tour': 197, 'Desconocido': 177, 'Playa': 119}","{'start': 2015, 'end': 2025}",Esta entrada no tiene comentarios
negativo,112,600,0.59,9,es,"{'es': 466, 'en': 87, 'fr': 11, 'pt': 10, 'it': 6, 'pl': 5, 'hr': 3, 'nl': 3, 'de': 2, 'da': 2, 'sk': 1, 'zh-tw': 1, 'ko': 1, 'hu': 1, 'ro': 1}",True,"{'Barcelona': 222, 'Madrid': 213, 'Sevilla': 63, 'Mallorca': 54, 'Tenerife': 34}","{'Tour': 149, 'Desconocido': 114, 'Museo': 77}","{'start': 2012, 'end': 2025}",Esta entrada no tiene comentarios
negativo,154,583,0.57,7,es,"{'es': 431, 'en': 120, 'pt': 11, 'nl': 4, 'ru': 3, 'cs': 3, 'de': 2, 'hr': 2, 'tr': 2, 'pl': 2, 'fr': 1, 'it': 1, 'da': 1}",True,"{'Barcelona': 188, 'Madrid': 159, 'Sevilla': 112, 'Malaga': 61, 'Gran Canaria': 36}","{'Desconocido': 166, 'Museo': 151, 'Tour': 100}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,39,570,0.56,8,es,"{'es': 338, 'en': 154, 'fr': 25, 'it': 16, 'de': 10, 'pt': 6, 'pl': 6, 'nl': 6, 'ro': 2, 'hu': 2, 'cs': 1, 'tr': 1, 'ko': 1, 'sv': 1, 'da': 1}",True,"{'Madrid': 226, 'Barcelona': 210, 'Sevilla': 68, 'Tenerife': 26, 'Valencia': 14}","{'Tour': 189, 'Museo': 107, 'Hotel': 81}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
neutro,140,570,0.13,2,en,"{'en': 569, 'ca': 1}",False,"{'Barcelona': 126, 'Tenerife': 105, 'Malaga': 98, 'Sevilla': 93, 'Valencia': 46}","{'Tour': 285, 'Ocio': 142, 'Desconocido': 91}","{'start': 2022, 'end': 2025}",transfers in malaga spectacular scenery and great staff
positivo,54,565,0.17,5,es,"{'es': 494, 'en': 53, 'pt': 8, 'pl': 5, 'fr': 1, 'nl': 1, 'sl': 1, 'hu': 1, 'tr': 1}",True,"{'Barcelona': 160, 'Madrid': 102, 'Sevilla': 95, 'Malaga': 91, 'Tenerife': 58}","{'Tour': 412, 'Desconocido': 54, 'Cultura': 35}","{'start': 2012, 'end': 2025}",gratitud infinita familia onikano reseña con todo mi corazón a onikano centro de sanación y enseñanzas en la selva amazónica de perú chispas quiero dejar escrita mi más profunda gratitud y reverencia a este lugar sagrado donde recordé quién soy onikano no es solo un centro de sanación es un útero vi...
negativo,146,552,0.54,9,es,"{'es': 451, 'en': 52, 'it': 16, 'pt': 11, 'ro': 8, 'fr': 7, 'sk': 4, 'nl': 2, 'de': 1}",True,"{'Madrid': 169, 'Barcelona': 147, 'Mallorca': 71, 'Gran Canaria': 64, 'Tenerife': 48}","{'Desconocido': 148, 'Tour': 96, 'Museo': 79}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,24,543,0.53,7,es,"{'es': 449, 'en': 66, 'nl': 5, 'fr': 4, 'pt': 4, 'af': 4, 'da': 3, 'ja': 2, 'pl': 2, 'sw': 2, 'hr': 1, 'ca': 1}",True,"{'Madrid': 187, 'Barcelona': 150, 'Gran Canaria': 56, 'Tenerife': 55, 'Sevilla': 52}","{'Tour': 127, 'Museo': 97, 'Desconocido': 96}","{'start': 2017, 'end': 2025}",Esta entrada no tiene comentarios
negativo,139,537,0.53,8,es,"{'es': 309, 'en': 178, 'it': 12, 'fr': 9, 'ro': 6, 'de': 5, 'pt': 5, 'nl': 4, 'zh-cn': 3, 'el': 3, 'cs': 3}",True,"{'Barcelona': 170, 'Madrid': 154, 'Malaga': 67, 'Sevilla': 56, 'Valencia': 35}","{'Desconocido': 120, 'Tour': 113, 'Museo': 85}","{'start': 2012, 'end': 2025}",Esta entrada no tiene comentarios
negativo,37,528,0.52,8,es,"{'es': 387, 'en': 94, 'fr': 18, 'de': 6, 'pl': 5, 'cs': 5, 'pt': 4, 'el': 2, 'tr': 2, 'nl': 1, 'sl': 1, 'bg': 1, 'lt': 1, 'ca': 1}",True,"{'Madrid': 188, 'Barcelona': 167, 'Malaga': 65, 'Sevilla': 59, 'Tenerife': 23}","{'Museo': 141, 'Tour': 140, 'Desconocido': 123}","{'start': 2016, 'end': 2025}",Esta entrada no tiene comentarios
positivo,64,522,0.16,5,es,"{'es': 433, 'en': 70, 'ca': 4, 'tl': 3, 'fr': 2, 'so': 2, 'af': 2, 'pt': 2, 'ru': 2, 'el': 2}",True,"{'Barcelona': 143, 'Madrid': 105, 'Malaga': 87, 'Sevilla': 78, 'Tenerife': 56}","{'Tour': 392, 'Desconocido': 39, 'Deporte': 21}","{'start': 2013, 'end': 2025}","Paseos En Camello Por Las Dunas De Maspalomas Una experiencia muy buena y sobre todo al reservar con tripadvisor fenomenal, lo recomiendo. Nos gusto mucho. Volveremos seguro"
negativo,137,514,0.51,7,es,"{'es': 390, 'en': 85, 'fr': 12, 'it': 4, 'pl': 4, 'pt': 4, 'nl': 3, 'fi': 2, 'cs': 2, 'ko': 2, 'de': 1, 'el': 1, 'zh-tw': 1, 'tr': 1, 'sk': 1, 'ro': 1}",True,"{'Barcelona': 176, 'Madrid': 166, 'Tenerife': 47, 'Mallorca': 44, 'Gran Canaria': 33}","{'Desconocido': 138, 'Tour': 93, 'Vida nocturna': 77}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,77,499,0.49,7,es,"{'es': 409, 'en': 55, 'pt': 15, 'it': 6, 'fr': 4, 'de': 3, 'el': 3, 'he': 3, 'nl': 1}",True,"{'Madrid': 183, 'Barcelona': 134, 'Sevilla': 74, 'Tenerife': 42, 'Mallorca': 21}","{'Tour': 104, 'Museo': 99, 'Vida nocturna': 80}","{'start': 2015, 'end': 2025}",Esta entrada no tiene comentarios
negativo,138,490,0.48,8,es,"{'es': 314, 'en': 136, 'ca': 12, 'fr': 8, 'pt': 7, 'it': 6, 'de': 5, 'nl': 1, 'cs': 1}",True,"{'Barcelona': 157, 'Madrid': 148, 'Mallorca': 54, 'Sevilla': 46, 'Tenerife': 36}","{'Desconocido': 180, 'Tour': 83, 'Cultura': 40}","{'start': 2013, 'end': 2025}",Esta entrada no tiene comentarios
positivo,66,482,0.15,6,es,"{'es': 374, 'en': 84, 'pt': 10, 'de': 3, 'hu': 3, 'pl': 3, 'it': 2, 'fr': 2, 'nl': 1}",True,"{'Barcelona': 128, 'Madrid': 104, 'Malaga': 68, 'Sevilla': 57, 'Mallorca': 41}","{'Tour': 366, 'Hotel': 45, 'Desconocido': 38}","{'start': 2012, 'end': 2025}","Visita Guiada Al Mundo Del Platano Ismael un excelente guia y anfitrion, la hacienda es espectacular muy bien cuidada, la degustacion me encanto todo riquisimo ."
negativo,130,481,0.47,8,es,"{'es': 349, 'en': 92, 'it': 9, 'fr': 8, 'sv': 4, 'de': 3, 'nl': 3, 'el': 2, 'sk': 2, 'no': 2, 'bg': 2, 'pl': 1, 'cs': 1, 'pt': 1, 'hu': 1, 'ro': 1}",True,"{'Madrid': 165, 'Barcelona': 139, 'Sevilla': 44, 'Tenerife': 37, 'Valencia': 31}","{'Tour': 156, 'Playa': 92, 'Desconocido': 86}","{'start': 2014, 'end': 2025}",Quand il pleut des cordes il devrait annuler et nous rembourser.
negativo,144,473,0.47,9,es,"{'es': 314, 'en': 106, 'fr': 14, 'it': 13, 'pt': 11, 'de': 6, 'pl': 4, 'nl': 2, 'hu': 2, 'af': 1}",True,"{'Madrid': 193, 'Barcelona': 140, 'Mallorca': 50, 'Sevilla': 38, 'Valencia': 25}","{'Tour': 160, 'Desconocido': 93, 'Museo': 91}","{'start': 2013, 'end': 2025}",Esta entrada no tiene comentarios
positivo,65,472,0.14,6,es,"{'es': 384, 'en': 71, 'pt': 6, 'hu': 4, 'ro': 2, 'et': 2, 'fr': 1, 'ca': 1, 'nl': 1}",True,"{'Barcelona': 125, 'Madrid': 101, 'Tenerife': 76, 'Sevilla': 74, 'Gran Canaria': 51}","{'Tour': 301, 'Comida': 53, 'Hotel': 50}","{'start': 2012, 'end': 2025}","Visita Guiada Al Mundo Del Platano Una experiencia unica e inolvidables. Muchos tipos de platanos amarillos,azules,rojos. Muy buena explicacion de como se forman y todo el proceso que hacen y en la degustacion probando cositas nuevas(mermeladas,champan,vino)...."
neutro,142,465,0.11,1,en,{'en': 465},False,"{'Barcelona': 120, 'Tenerife': 87, 'Malaga': 76, 'Sevilla': 69, 'Mallorca': 44}","{'Desconocido': 160, 'Tour': 155, 'Ocio': 90}","{'start': 2022, 'end': 2025}",tickets and events in tenerife too crowded but the views were stunning
negativo,65,464,0.46,7,es,"{'es': 340, 'en': 90, 'fr': 9, 'pt': 7, 'it': 4, 'de': 2, 'ar': 2, 'zh-cn': 2, 'nl': 2, 'sl': 1, 'sk': 1, 'pl': 1, 'el': 1, 'bg': 1, 'no': 1}",True,"{'Barcelona': 140, 'Madrid': 131, 'Malaga': 54, 'Tenerife': 47, 'Valencia': 38}","{'Tour': 179, 'Desconocido': 109, 'Museo': 50}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,204,459,0.45,7,es,"{'es': 344, 'en': 85, 'nl': 13, 'it': 6, 'fr': 4, 'pt': 2, 'de': 1, 'sv': 1, 'da': 1, 'tr': 1, 'sl': 1}",True,"{'Madrid': 166, 'Barcelona': 136, 'Sevilla': 47, 'Malaga': 29, 'Tenerife': 25}","{'Tour': 135, 'Desconocido': 93, 'Museo': 93}","{'start': 2015, 'end': 2025}",Esta entrada no tiene comentarios
negativo,182,452,0.44,6,es,"{'es': 342, 'en': 79, 'fr': 6, 'pt': 6, 'it': 5, 'ro': 3, 'hr': 3, 'pl': 3, 'da': 3, 'de': 2}",True,"{'Barcelona': 153, 'Madrid': 146, 'Mallorca': 46, 'Tenerife': 33, 'Gran Canaria': 32}","{'Desconocido': 149, 'Tour': 102, 'Playa': 49}","{'start': 2012, 'end': 2026}",Esta entrada no tiene comentarios
negativo,86,447,0.44,6,es,"{'es': 375, 'en': 49, 'ca': 9, 'fr': 3, 'pl': 2, 'ro': 2, 'de': 1, 'it': 1, 'cs': 1, 'pt': 1, 'da': 1, 'nl': 1, 'sv': 1}",True,"{'Madrid': 170, 'Barcelona': 121, 'Tenerife': 64, 'Sevilla': 45, 'Mallorca': 24}","{'Tour': 166, 'Museo': 108, 'Desconocido': 103}","{'start': 2020, 'end': 2025}",Esta entrada no tiene comentarios
positivo,62,430,0.13,5,es,"{'es': 340, 'en': 73, 'pt': 9, 'nl': 5, 'fr': 1, 'pl': 1, 'ja': 1}",True,"{'Barcelona': 122, 'Madrid': 103, 'Malaga': 67, 'Sevilla': 63, 'Tenerife': 38}","{'Tour': 256, 'Desconocido': 48, 'Vida nocturna': 29}","{'start': 2012, 'end': 2026}",Saint Seiya Symphonic Adventure
negativo,166,425,0.42,7,es,"{'es': 329, 'en': 73, 'pt': 10, 'nl': 4, 'it': 3, 'de': 2, 'he': 2, 'pl': 1, 'sv': 1}",True,"{'Madrid': 148, 'Barcelona': 108, 'Sevilla': 68, 'Valencia': 30, 'Tenerife': 29}","{'Desconocido': 162, 'Tour': 133, 'Ocio': 41}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
positivo,72,422,0.13,6,es,"{'es': 324, 'en': 80, 'pt': 9, 'nl': 3, 'de': 2, 'tr': 2, 'fr': 1, 'af': 1}",True,"{'Barcelona': 103, 'Madrid': 80, 'Tenerife': 75, 'Malaga': 61, 'Sevilla': 54}","{'Tour': 239, 'Ocio': 41, 'Desconocido': 38}","{'start': 2013, 'end': 2025}","Visita Guiada Al Mundo Del Platano Nos ofrecieron desde el hotel esta excursion y debo decir que nos ha gustado mucho la explicacion que nos dio steve (trabajador de la plantacion) sobre el cultivo del platano, muy interesante para entender todo el proceso. Es recomendable para poder entender todo, ..."
negativo,53,421,0.41,7,es,"{'es': 276, 'en': 115, 'pt': 7, 'it': 5, 'de': 4, 'fr': 3, 'el': 3, 'ro': 3, 'hu': 3, 'pl': 2}",True,"{'Madrid': 130, 'Barcelona': 127, 'Sevilla': 79, 'Malaga': 30, 'Gran Canaria': 24}","{'Museo': 93, 'Desconocido': 90, 'Tour': 80}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,150,414,0.41,5,es,"{'es': 334, 'en': 61, 'nl': 8, 'pt': 2, 'it': 1, 'fr': 1, 'cs': 1, 'zh-cn': 1, 'zh-tw': 1, 'ru': 1, 'pl': 1, 'hu': 1, 'da': 1}",True,"{'Barcelona': 152, 'Madrid': 112, 'Mallorca': 38, 'Tenerife': 38, 'Gran Canaria': 27}","{'Tour': 163, 'Desconocido': 102, 'Hotel': 40}","{'start': 2016, 'end': 2025}",Esta entrada no tiene comentarios
negativo,35,404,0.4,8,es,"{'es': 248, 'en': 125, 'de': 7, 'nl': 6, 'fr': 4, 'it': 3, 'pl': 3, 'ca': 2, 'hr': 2, 'fi': 1, 'sv': 1, 'el': 1, 'af': 1}",True,"{'Madrid': 137, 'Barcelona': 118, 'Sevilla': 47, 'Mallorca': 41, 'Gran Canaria': 29}","{'Tour': 145, 'Desconocido': 96, 'Museo': 66}","{'start': 2015, 'end': 2025}",Esta entrada no tiene comentarios
positivo,78,403,0.12,5,es,"{'es': 334, 'en': 54, 'ru': 3, 'ar': 2, 'no': 2, 'ro': 2, 'uk': 1, 'pl': 1, 'hr': 1, 'cs': 1, 'hu': 1, 'sv': 1}",True,"{'Barcelona': 102, 'Madrid': 72, 'Malaga': 70, 'Tenerife': 52, 'Mallorca': 41}","{'Tour': 266, 'Desconocido': 29, 'Playa': 29}","{'start': 2013, 'end': 2025}","Visita Guiada Al Mundo Del Platano La experiencia ha sido muy buena, por lo interesante y amena. Ademas la guia ha sido maravillosa, tadira, creo recordar que era su nombre."
negativo,94,400,0.39,6,es,"{'es': 280, 'en': 101, 'pt': 9, 'no': 3, 'nl': 3, 'fr': 2, 'hr': 1, 'da': 1}",True,"{'Madrid': 157, 'Barcelona': 132, 'Tenerife': 33, 'Sevilla': 26, 'Malaga': 25}","{'Tour': 136, 'Museo': 77, 'Desconocido': 70}","{'start': 2015, 'end': 2025}",Esta entrada no tiene comentarios
negativo,209,396,0.39,6,es,"{'es': 297, 'en': 69, 'fr': 11, 'pt': 9, 'it': 3, 'cs': 3, 'nl': 3, 'ko': 1}",True,"{'Madrid': 155, 'Barcelona': 121, 'Sevilla': 38, 'Tenerife': 23, 'Mallorca': 21}","{'Tour': 140, 'Museo': 78, 'Desconocido': 72}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,17,390,0.38,6,es,"{'es': 292, 'en': 75, 'pt': 8, 'fr': 5, 'no': 3, 'da': 3, 'it': 2, 'cs': 2}",True,"{'Barcelona': 141, 'Madrid': 118, 'Mallorca': 28, 'Sevilla': 24, 'Tenerife': 24}","{'Tour': 119, 'Desconocido': 112, 'Playa': 54}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,157,386,0.38,6,es,"{'es': 241, 'en': 119, 'fr': 5, 'nl': 5, 'de': 3, 'it': 3, 'pt': 3, 'fi': 2, 'sv': 2, 'tr': 1, 'af': 1, 'cs': 1}",True,"{'Barcelona': 136, 'Madrid': 109, 'Sevilla': 64, 'Gran Canaria': 28, 'Tenerife': 28}","{'Tour': 105, 'Desconocido': 57, 'Museo': 46}","{'start': 2014, 'end': 2025}",Esta entrada no tiene comentarios
positivo,67,385,0.12,3,es,"{'es': 323, 'en': 60, 'de': 1, 'fr': 1}",True,"{'Barcelona': 86, 'Malaga': 80, 'Tenerife': 72, 'Madrid': 68, 'Sevilla': 36}","{'Tour': 279, 'Desconocido': 58, 'Playa': 21}","{'start': 2012, 'end': 2025}",Visita Guiada Al Mundo Del Platano Actividad o recorrido de 30 minutos guiado con las explicaciones del proceso del platano y degustacion final con productos derivados del platano. Amena y interesante
negativo,82,379,0.37,6,es,"{'es': 308, 'en': 41, 'fr': 8, 'pt': 6, 'de': 4, 'it': 3, 'cs': 3, 'sl': 3, 'nl': 3}",True,"{'Madrid': 135, 'Barcelona': 98, 'Sevilla': 65, 'Malaga': 36, 'Tenerife': 25}","{'Tour': 127, 'Museo': 73, 'Desconocido': 68}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,162,375,0.37,7,es,"{'es': 298, 'en': 52, 'it': 6, 'nl': 4, 'fr': 3, 'pl': 2, 'pt': 2, 'de': 1, 'zh-cn': 1, 'sk': 1, 'el': 1, 'ko': 1, 'hu': 1, 'tr': 1, 'sl': 1}",True,"{'Barcelona': 103, 'Madrid': 98, 'Sevilla': 50, 'Malaga': 30, 'Tenerife': 29}","{'Tour': 129, 'Vida nocturna': 71, 'Desconocido': 66}","{'start': 2015, 'end': 2025}",Esta entrada no tiene comentarios
positivo,55,367,0.11,4,es,"{'es': 292, 'en': 72, 'de': 2, 'it': 1}",True,"{'Barcelona': 85, 'Malaga': 80, 'Tenerife': 70, 'Madrid': 68, 'Gran Canaria': 25}","{'Tour': 287, 'Desconocido': 20, 'Cultura': 18}","{'start': 2012, 'end': 2025}",viajes al sur de la india rutas de naturaleza templos y cultura con viajeaindiacom cuando pensamos en un viaje a la india la mente suele volar al norte al taj mahal a jaipur o a los palacios de rajasthan pero hay otro lado igual de fascinante quizás menos turístico y más auténtico el sur del país en...
positivo,60,359,0.11,3,es,"{'es': 249, 'en': 109, 'de': 1}",True,"{'Barcelona': 84, 'Malaga': 79, 'Madrid': 66, 'Tenerife': 55, 'Sevilla': 36}","{'Tour': 244, 'Playa': 35, 'Deporte': 22}","{'start': 2011, 'end': 2025}",best brushed gold door handles find your perfect style best brushed gold door handles find your perfect style brushed gold door handles have emerged as a popular choice for homeowners and designers looking to add a touch of elegance and sophistication to their interiorsunlike polished brass or stark...
negativo,143,356,0.35,5,es,"{'es': 283, 'en': 53, 'it': 16, 'fr': 3, 'de': 1}",True,"{'Barcelona': 119, 'Madrid': 113, 'Sevilla': 42, 'Tenerife': 32, 'Gran Canaria': 19}","{'Tour': 100, 'Desconocido': 82, 'Museo': 56}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
positivo,81,354,0.11,2,es,"{'es': 316, 'en': 38}",False,"{'Barcelona': 98, 'Madrid': 66, 'Malaga': 63, 'Tenerife': 48, 'Sevilla': 34}","{'Tour': 241, 'Desconocido': 37, 'Ocio': 21}","{'start': 2011, 'end': 2025}","Visita Guiada Al Mundo Del Platano Nos ha encantado la visita! El haber podido conocer el origen y la historia del platano en canarias ha sido muy bonito, pasear por las plataneras, rodeado de distintas variedades de platanos y en un entorno precioso. Las vistas y el entorno de la finca muy bonitas."
negativo,59,350,0.34,5,es,"{'es': 228, 'en': 111, 'fr': 8, 'de': 2, 'it': 1}",True,"{'Barcelona': 116, 'Madrid': 110, 'Sevilla': 28, 'Tenerife': 28, 'Gran Canaria': 19}","{'Tour': 128, 'Museo': 60, 'Hotel': 52}","{'start': 2013, 'end': 2025}",Esta entrada no tiene comentarios
positivo,82,349,0.11,2,es,"{'es': 311, 'en': 38}",False,"{'Barcelona': 95, 'Madrid': 66, 'Malaga': 63, 'Tenerife': 48, 'Sevilla': 34}","{'Tour': 228, 'Hotel': 33, 'Desconocido': 32}","{'start': 2012, 'end': 2025}","Visita Guiada Al Mundo Del Platano El sitio es precioso, tienen un espacio para descansar si llegas antes de la hora de la visita guiada, que esta disponible tanto en espanol como en ingles. Hay parking justo al lado, y tambien es posible llegar en autobus (desde la zona de santa catalina hay uno di..."
positivo,69,348,0.11,3,es,"{'es': 298, 'en': 49, 'de': 1}",True,"{'Barcelona': 79, 'Malaga': 78, 'Tenerife': 67, 'Madrid': 66, 'Sevilla': 34}","{'Tour': 208, 'Desconocido': 40, 'Comida': 34}","{'start': 2012, 'end': 2025}",Visita Guiada Al Mundo Del Platano Descubrimos muchas cosas que no conociamos del platano y lidia fue una guia increible. La degustacion de productos muy buena. Volveremos seguro.
negativo,73,345,0.34,5,es,"{'es': 266, 'en': 68, 'fr': 6, 'it': 3, 'de': 2}",True,"{'Madrid': 129, 'Barcelona': 117, 'Sevilla': 59, 'Mallorca': 14, 'Valencia': 10}","{'Tour': 110, 'Museo': 70, 'Hotel': 49}","{'start': 2013, 'end': 2025}",Esta entrada no tiene comentarios
negativo,101,341,0.34,4,es,"{'es': 312, 'en': 26, 'de': 2, 'fr': 1}",True,"{'Madrid': 121, 'Barcelona': 93, 'Sevilla': 43, 'Gran Canaria': 25, 'Malaga': 22}","{'Tour': 102, 'Desconocido': 81, 'Playa': 57}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,169,335,0.33,4,es,"{'es': 250, 'en': 69, 'fr': 8, 'de': 4, 'it': 4}",True,"{'Madrid': 101, 'Barcelona': 99, 'Sevilla': 46, 'Mallorca': 43, 'Gran Canaria': 32}","{'Tour': 103, 'Desconocido': 101, 'Museo': 45}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,16,331,0.33,3,es,"{'es': 252, 'en': 78, 'de': 1}",True,"{'Madrid': 107, 'Barcelona': 90, 'Gran Canaria': 37, 'Sevilla': 35, 'Tenerife': 23}","{'Tour': 134, 'Desconocido': 58, 'Playa': 46}","{'start': 2015, 'end': 2025}",Esta entrada no tiene comentarios
neutro,143,330,0.08,2,en,"{'en': 316, 'ca': 14}",False,"{'Barcelona': 83, 'Malaga': 75, 'Sevilla': 52, 'Tenerife': 44, 'Madrid': 32}","{'Tour': 120, 'Desconocido': 111, 'Vida_nocturna': 54}","{'start': 2022, 'end': 2025}",excursions day trips in madrid spectacular scenery and great staff
negativo,176,329,0.32,4,es,"{'es': 273, 'en': 48, 'fr': 4, 'it': 2, 'de': 2}",True,"{'Madrid': 109, 'Barcelona': 105, 'Mallorca': 28, 'Sevilla': 26, 'Tenerife': 23}","{'Tour': 92, 'Playa': 66, 'Museo': 49}","{'start': 2013, 'end': 2025}",Esta entrada no tiene comentarios
negativo,30,322,0.32,4,es,"{'es': 247, 'en': 63, 'fr': 10, 'it': 1, 'de': 1}",True,"{'Madrid': 110, 'Barcelona': 91, 'Sevilla': 48, 'Tenerife': 25, 'Gran Canaria': 22}","{'Tour': 117, 'Museo': 85, 'Desconocido': 47}","{'start': 2015, 'end': 2025}",Esta entrada no tiene comentarios
negativo,179,322,0.32,3,es,"{'es': 247, 'en': 73, 'fr': 2}",True,"{'Madrid': 110, 'Barcelona': 89, 'Tenerife': 51, 'Sevilla': 33, 'Malaga': 19}","{'Tour': 120, 'Desconocido': 62, 'Museo': 41}","{'start': 2019, 'end': 2025}",Esta entrada no tiene comentarios
negativo,51,319,0.31,3,es,"{'es': 280, 'en': 32, 'fr': 7}",True,"{'Barcelona': 101, 'Madrid': 91, 'Sevilla': 55, 'Mallorca': 28, 'Malaga': 27}","{'Tour': 112, 'Museo': 56, 'Cultura': 36}","{'start': 2019, 'end': 2025}",Esta entrada no tiene comentarios
negativo,92,317,0.31,4,es,"{'es': 220, 'en': 81, 'fr': 6, 'it': 5, 'de': 5}",True,"{'Madrid': 123, 'Barcelona': 93, 'Sevilla': 32, 'Malaga': 28, 'Tenerife': 17}","{'Tour': 101, 'Museo': 99, 'Hotel': 44}","{'start': 2019, 'end': 2025}",Esta entrada no tiene comentarios
negativo,168,315,0.31,5,es,"{'es': 224, 'en': 72, 'it': 8, 'fr': 6, 'de': 5}",True,"{'Barcelona': 103, 'Madrid': 102, 'Sevilla': 51, 'Tenerife': 19, 'Gran Canaria': 18}","{'Tour': 82, 'Desconocido': 64, 'Museo': 49}","{'start': 2016, 'end': 2025}",Esta entrada no tiene comentarios
positivo,80,314,0.1,3,es,"{'es': 277, 'en': 35, 'it': 1, 'fr': 1}",True,"{'Barcelona': 79, 'Malaga': 76, 'Madrid': 51, 'Tenerife': 51, 'Sevilla': 33}","{'Tour': 226, 'Desconocido': 34, 'Comida': 23}","{'start': 2012, 'end': 2025}",Visita Guiada Al Mundo Del Platano Steve nos guio a traves de las plataneras tanto a mi como al resto de mis familiares y a todos nos parecio una explicacion inmejorable
negativo,15,308,0.3,3,es,"{'es': 283, 'en': 24, 'fr': 1}",True,"{'Madrid': 106, 'Barcelona': 89, 'Sevilla': 39, 'Gran Canaria': 23, 'Tenerife': 21}","{'Desconocido': 101, 'Tour': 69, 'Playa': 49}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,105,304,0.3,2,es,"{'es': 263, 'en': 41}",False,"{'Madrid': 88, 'Barcelona': 80, 'Tenerife': 37, 'Gran Canaria': 35, 'Mallorca': 34}","{'Desconocido': 123, 'Tour': 73, 'Museo': 33}","{'start': 2020, 'end': 2025}",Esta entrada no tiene comentarios
